acq_week,week,tenure,acq_quarter,merchant_index,merchant,parent_merchant,category,subcategory,N_week_cohort,active_users,orders,rpt_orders,spend,rpt_spend
2018-10-14,2021-04-11,130,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,19,19,121.72,121.72
2018-10-14,2021-04-18,131,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,22,22,166.51,166.51
2018-10-14,2021-04-25,132,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,19,19,113.05,113.05
2018-10-14,2021-05-02,133,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,28,28,167.06,167.06
2018-10-14,2021-05-09,134,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,19,19,150.37,150.37
2018-10-14,2021-05-16,135,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,24,24,198.67,198.67
2018-10-14,2021-05-23,136,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,16,16,110.24,110.24
2018-10-14,2021-05-30,137,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,8,19,19,127.43,127.43
2018-10-14,2021-06-06,138,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,14,14,110.06,110.06
2018-10-14,2021-06-13,139,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,19,19,108.4,108.4
2018-10-14,2021-06-20,140,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,7,23,23,216.25,216.25
2018-10-14,2021-06-27,141,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,18,18,111.43,111.43
2018-10-14,2021-07-04,142,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,7,14,14,182.01,182.01
2018-10-14,2021-07-11,143,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,17,17,141.66,141.66
2018-10-14,2021-07-18,144,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,9,9,53.61,53.61
2018-10-14,2021-07-25,145,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,5,5,25.68,25.68
2018-10-14,2021-08-01,146,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,8,8,68.02,68.02
2018-10-14,2021-08-08,147,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,3,3,35.23,35.23
2018-10-14,2021-08-15,148,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,8,8,67.08,67.08
2018-10-14,2021-08-22,149,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,11,11,76.49,76.49
2018-10-14,2021-08-29,150,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,8,8,29.24,29.24
2018-10-14,2021-09-05,151,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,7,7,80.05,80.05
2018-10-14,2021-09-12,152,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,12,12,90.49,90.49
2018-10-14,2021-09-19,153,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,6,6,55.39,55.39
2018-10-14,2021-09-26,154,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,6,12,12,86.38,86.38
2018-10-14,2021-10-03,155,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,7,11,11,104.55,104.55
2018-10-14,2021-10-10,156,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,9,9,55.4,55.4
2018-10-14,2021-10-17,157,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,10,10,54.05,54.05
2018-10-14,2021-10-24,158,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,6,6,62.68,62.68
2018-10-14,2021-10-31,159,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,5,5,32.57,32.57
2018-10-14,2021-11-07,160,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,11,11,41.98,41.98
2018-10-14,2021-11-14,161,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,7,7,62.72,62.72
2018-10-14,2021-11-21,162,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,2,6,6,29.12,29.12
2018-10-14,2021-11-28,163,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,5,14,14,88.45,88.45
2018-10-14,2021-12-05,164,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,3,8,8,33.24,33.24
2018-10-14,2021-12-12,165,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,134,4,8,8,48.04,48.04
2018-10-21,2018-10-21,0,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,125,203,78,1822.283,957.463000000003
2018-10-21,2018-10-28,1,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,34,91,91,822.342000000002,822.342000000002
2018-10-21,2018-11-04,2,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,23,48,48,373.38,373.38
2018-10-21,2018-11-11,3,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,23,42,42,209.05,209.05
2018-10-21,2018-11-18,4,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,17,37,37,292.06,292.06
2018-10-21,2018-11-25,5,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,21,34,34,467.401000000001,467.401000000001
2018-10-21,2018-12-02,6,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,20,42,42,379.621000000001,379.621000000001
2018-10-21,2018-12-09,7,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,11,23,23,286.521000000001,286.521000000001
2018-10-21,2018-12-16,8,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,17,35,35,195.75,195.75
2018-10-21,2018-12-23,9,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,16,16,160.84,160.84
2018-10-21,2018-12-30,10,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,10,19,19,155.61,155.61
2018-10-21,2019-01-06,11,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,11,11,92.07,92.07
2018-10-21,2019-01-13,12,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,11,11,95.22,95.22
2018-10-21,2019-01-20,13,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,11,11,63.89,63.89
2018-10-21,2019-01-27,14,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,10,12,12,197.581000000001,197.581000000001
2018-10-21,2019-02-03,15,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,18,18,195.82,195.82
2018-10-21,2019-02-10,16,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,12,22,22,256.99,256.99
2018-10-21,2019-02-17,17,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,13,13,78.87,78.87
2018-10-21,2019-02-24,18,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,11,20,20,169.27,169.27
2018-10-21,2019-03-03,19,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,10,24,24,202.76,202.76
2018-10-21,2019-03-10,20,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,12,12,93.88,93.88
2018-10-21,2019-03-17,21,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,15,15,61.77,61.77
2018-10-21,2019-03-24,22,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,9,14,14,97.07,97.07
2018-10-21,2019-03-31,23,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,11,11,70.89,70.89
2018-10-21,2019-04-07,24,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,5,5,45.95,45.95
2018-10-21,2019-04-14,25,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,20.97,20.97
2018-10-21,2019-04-21,26,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,7,7,100.93,100.93
2018-10-21,2019-04-28,27,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,7,7,51.28,51.28
2018-10-21,2019-05-05,28,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,19.81,19.81
2018-10-21,2019-05-12,29,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,8,8,99.53,99.53
2018-10-21,2019-05-19,30,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,15,15,117.37,117.37
2018-10-21,2019-05-26,31,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,9,17,17,165.49,165.49
2018-10-21,2019-06-02,32,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,10,22,22,117.82,117.82
2018-10-21,2019-06-09,33,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,18,18,129.94,129.94
2018-10-21,2019-06-16,34,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,15,15,60.97,60.97
2018-10-21,2019-06-23,35,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,13,13,62.87,62.87
2018-10-21,2019-06-30,36,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,16,16,105.09,105.09
2018-10-21,2019-07-07,37,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,13,13,75.46,75.46
2018-10-21,2019-07-14,38,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,11,11,49.89,49.89
2018-10-21,2019-07-21,39,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,10,10,59.39,59.39
2018-10-21,2019-07-28,40,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,12,12,48.88,48.88
2018-10-21,2019-08-04,41,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,5,5,152.341000000001,152.341000000001
2018-10-21,2019-08-11,42,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,9,9,193.721000000001,193.721000000001
2018-10-21,2019-08-18,43,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,12,12,443.763000000003,443.763000000003
2018-10-21,2019-08-25,44,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,5,5,277.732000000002,277.732000000002
2018-10-21,2019-09-01,45,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,5,5,42.49,42.49
2018-10-21,2019-09-08,46,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,17.96,17.96
2018-10-21,2019-09-15,47,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,5,5,25.2,25.2
2018-10-21,2019-09-22,48,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,11,11,56.15,56.15
2018-10-21,2019-09-29,49,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,8,10,10,174.291000000001,174.291000000001
2018-10-21,2019-10-06,50,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,14.96,14.96
2018-10-21,2019-10-13,51,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,7,7,17.41,17.41
2018-10-21,2019-10-20,52,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,7,7,60.12,60.12
2018-10-21,2019-10-27,53,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,11,11,185.721000000001,185.721000000001
2018-10-21,2019-11-03,54,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,11,11,53.2,53.2
2018-10-21,2019-11-10,55,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,8,8,190.511000000001,190.511000000001
2018-10-21,2019-11-17,56,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,8,8,45.92,45.92
2018-10-21,2019-11-24,57,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,2.99,2.99
2018-10-21,2019-12-01,58,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,5,5,19.95,19.95
2018-10-21,2019-12-08,59,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,8.96,8.96
2018-10-21,2019-12-15,60,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,6.99,6.99
2018-10-21,2019-12-22,61,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,5,5,22.7,22.7
2018-10-21,2019-12-29,62,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,7,7,17.58,17.58
2018-10-21,2020-01-05,63,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,6,6,6,42.06,42.06
2018-10-21,2020-01-12,64,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,11,11,179.401000000001,179.401000000001
2018-10-21,2020-01-19,65,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,3,3,5.09,5.09
2018-10-21,2020-01-26,66,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,145.361000000001,145.361000000001
2018-10-21,2020-02-02,67,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,7,7,37.98,37.98
2018-10-21,2020-02-09,68,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,6,6,58.15,58.15
2018-10-21,2020-02-16,69,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,10.33,10.33
2018-10-21,2020-02-23,70,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,6.97,6.97
2018-10-21,2020-03-01,71,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,10,10,87.7,87.7
2018-10-21,2020-03-08,72,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,6,6,74.49,74.49
2018-10-21,2020-03-15,73,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,8,8,99.59,99.59
2018-10-21,2020-03-22,74,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,3,3,15.69,15.69
2018-10-21,2020-03-29,75,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,2.99,2.99
2018-10-21,2020-04-05,76,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,6,6,22.07,22.07
2018-10-21,2020-04-12,77,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,3,3,8.04,8.04
2018-10-21,2020-04-19,78,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,8,8,92.17,92.17
2018-10-21,2020-04-26,79,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,4,4,33.4,33.4
2018-10-21,2020-05-03,80,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,7,9,9,49.36,49.36
2018-10-21,2020-05-10,81,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,7,7,57.5,57.5
2018-10-21,2020-05-17,82,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,3,3,30.41,30.41
2018-10-21,2020-05-24,83,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,8.97,8.97
2018-10-21,2020-05-31,84,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,15.91,15.91
2018-10-21,2020-06-07,85,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,24.36,24.36
2018-10-21,2020-06-14,86,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,6,6,49.01,49.01
2018-10-21,2020-06-21,87,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,33.83,33.83
2018-10-21,2020-06-28,88,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,2,2,16.03,16.03
2018-10-21,2020-07-05,89,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,7,7,36.13,36.13
2018-10-21,2020-07-12,90,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,8,8,40.31,40.31
2018-10-21,2020-07-19,91,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,7,7,32.93,32.93
2018-10-21,2020-07-26,92,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,13,13,101.67,101.67
2018-10-21,2020-08-02,93,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,5,12,12,66.9,66.9
2018-10-21,2020-08-09,94,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,3,3,35.28,35.28
2018-10-21,2020-08-16,95,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,4,4,16.96,16.96
2018-10-21,2020-08-23,96,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,2,2,18.17,18.17
2018-10-21,2020-08-30,97,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,4,4,62.02,62.02
2018-10-21,2020-09-06,98,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2020-09-13,99,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2020-09-20,100,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,9.16,9.16
2018-10-21,2020-09-27,101,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,3,3,40.25,40.25
2018-10-21,2020-10-04,102,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,7,7,70.36,70.36
2018-10-21,2020-10-11,103,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,5,5,73.42,73.42
2018-10-21,2020-10-18,104,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,23.68,23.68
2018-10-21,2020-10-25,105,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,2,2,26.73,26.73
2018-10-21,2020-11-01,106,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2020-11-08,107,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,16.02,16.02
2018-10-21,2020-11-15,108,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2020-11-22,109,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,10.59,10.59
2018-10-21,2020-11-29,110,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,10.69,10.69
2018-10-21,2020-12-06,111,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,46.28,46.28
2018-10-21,2020-12-13,112,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,5.21,5.21
2018-10-21,2020-12-20,113,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2020-12-27,114,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,2,2,3.98,3.98
2018-10-21,2021-01-03,115,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,6,6,40.81,40.81
2018-10-21,2021-01-10,116,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,6,6,20.98,20.98
2018-10-21,2021-01-17,117,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,1.99,1.99
2018-10-21,2021-01-24,118,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,3,3,10.97,10.97
2018-10-21,2021-01-31,119,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,23.23,23.23
2018-10-21,2021-02-07,120,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,8,8,28.49,28.49
2018-10-21,2021-02-14,121,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,9,9,51.86,51.86
2018-10-21,2021-02-21,122,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,9,9,73.35,73.35
2018-10-21,2021-02-28,123,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,4,4,10.36,10.36
2018-10-21,2021-03-07,124,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,3,3,8.5,8.5
2018-10-21,2021-03-14,125,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,25.79,25.79
2018-10-21,2021-03-21,126,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,7.1,7.1
2018-10-21,2021-03-28,127,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,7,7,26.33,26.33
2018-10-21,2021-04-04,128,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,5,5,18.91,18.91
2018-10-21,2021-04-11,129,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,19.97,19.97
2018-10-21,2021-04-18,130,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,4,4,38.08,38.08
2018-10-21,2021-04-25,131,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,5,5,40.94,40.94
2018-10-21,2021-05-02,132,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,4,7,7,53.59,53.59
2018-10-21,2021-05-09,133,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,6,6,104.94,104.94
2018-10-21,2021-05-16,134,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,41.97,41.97
2018-10-21,2021-05-23,135,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,17.98,17.98
2018-10-21,2021-05-30,136,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,7,7,81.66,81.66
2018-10-21,2021-06-06,137,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,6,6,29.34,29.34
2018-10-21,2021-06-13,138,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,43.17,43.17
2018-10-21,2021-06-20,139,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2021-06-27,140,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,5.34,5.34
2018-10-21,2021-07-04,141,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,5,5,16.72,16.72
2018-10-21,2021-07-11,142,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,1.99,1.99
2018-10-21,2021-07-18,143,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,3,3,14.6,14.6
2018-10-21,2021-07-25,144,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,1,1,2.12,2.12
2018-10-21,2021-08-01,145,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,2,2,7.44,7.44
2018-10-21,2021-08-08,146,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,10.43,10.43
2018-10-21,2021-08-15,147,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,5,5,41.07,41.07
2018-10-21,2021-08-22,148,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,13.98,13.98
2018-10-21,2021-08-29,149,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,3,3,27.43,27.43
2018-10-21,2021-09-05,150,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,0,0,0,0,0
2018-10-21,2021-09-12,151,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,4,4,57.96,57.96
2018-10-21,2021-09-19,152,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,31.02,31.02
2018-10-21,2021-09-26,153,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,4,4,36.49,36.49
2018-10-21,2021-10-03,154,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,2,2,2,12.71,12.71
2018-10-21,2021-10-10,155,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,5,5,24.47,24.47
2018-10-21,2021-10-17,156,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,6,6,17,17
2018-10-21,2021-10-24,157,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,1,5,5,18.07,18.07
2018-10-21,2021-10-31,158,2018-10-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,125,3,10,10,96.68,96.68
