acq_week,week,tenure,acq_quarter,merchant_index,merchant,parent_merchant,category,subcategory,N_week_cohort,active_users,orders,rpt_orders,spend,rpt_spend
2017-07-09,2019-12-15,127,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,6,6,23.06,23.06
2017-07-09,2019-12-22,128,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,5.98,5.98
2017-07-09,2019-12-29,129,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,3,3,10.97,10.97
2017-07-09,2020-01-05,130,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,7,7,9.05,9.05
2017-07-09,2020-01-12,131,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,3,3,4.09,4.09
2017-07-09,2020-01-19,132,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,4,4,10.5,10.5
2017-07-09,2020-01-26,133,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,4,4,22.43,22.43
2017-07-09,2020-02-02,134,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,3,3,6.33,6.33
2017-07-09,2020-02-09,135,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,4.22,4.22
2017-07-09,2020-02-16,136,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,7.1,7.1
2017-07-09,2020-02-23,137,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,4.1,4.1
2017-07-09,2020-03-01,138,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2020-03-08,139,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2020-03-15,140,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,0.99,0.99
2017-07-09,2020-03-22,141,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,4,4,26.67,26.67
2017-07-09,2020-03-29,142,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,4,4,6.28,6.28
2017-07-09,2020-04-05,143,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,1.07,1.07
2017-07-09,2020-04-12,144,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,32.45,32.45
2017-07-09,2020-04-19,145,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,8,8,45.92,45.92
2017-07-09,2020-04-26,146,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,3,3,24.58,24.58
2017-07-09,2020-05-03,147,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,5,5,46.39,46.39
2017-07-09,2020-05-10,148,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,3,3,34.61,34.61
2017-07-09,2020-05-17,149,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,3.99,3.99
2017-07-09,2020-05-24,150,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,3,3,27.15,27.15
2017-07-09,2020-05-31,151,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2020-06-07,152,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,24.45,24.45
2017-07-09,2020-06-14,153,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,5,5,40.02,40.02
2017-07-09,2020-06-21,154,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,5.16,5.16
2017-07-09,2020-06-28,155,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,7.16,7.16
2017-07-09,2020-07-05,156,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2020-07-12,157,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2020-07-19,158,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,4.16,4.16
2017-07-09,2020-07-26,159,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,6,6,16.36,16.36
2017-07-09,2020-08-02,160,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,5,5,19.87,19.87
2017-07-09,2020-08-09,161,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,6,6,21.05,21.05
2017-07-09,2020-08-16,162,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,8,8,31.35,31.35
2017-07-09,2020-08-23,163,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,20,20,108.02,108.02
2017-07-09,2020-08-30,164,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,12,12,84.23,84.23
2017-07-09,2020-09-06,165,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,9,9,63.04,63.04
2017-07-09,2020-09-13,166,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,7,7,35.19,35.19
2017-07-09,2020-09-20,167,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,3,3,7.47,7.47
2017-07-09,2020-09-27,168,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,4,4,21.83,21.83
2017-07-09,2020-10-04,169,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,6,6,23.53,23.53
2017-07-09,2020-10-11,170,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,7,7,32.88,32.88
2017-07-09,2020-10-18,171,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,7,7,14.99,14.99
2017-07-09,2020-10-25,172,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,3.22,3.22
2017-07-09,2020-11-01,173,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,3,3,17.14,17.14
2017-07-09,2020-11-08,174,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,3.22,3.22
2017-07-09,2020-11-15,175,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,3.22,3.22
2017-07-09,2020-11-22,176,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,3,3,5.37,5.37
2017-07-09,2020-11-29,177,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,6,6,20.35,20.35
2017-07-09,2020-12-06,178,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,6.46,6.46
2017-07-09,2020-12-13,179,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,7,7,21.53,21.53
2017-07-09,2020-12-20,180,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,8,8,15.04,15.04
2017-07-09,2020-12-27,181,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,6,6,25.95,25.95
2017-07-09,2021-01-03,182,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,11,11,33.2,33.2
2017-07-09,2021-01-10,183,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,10,10,58.95,58.95
2017-07-09,2021-01-17,184,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,5,5,20.36,20.36
2017-07-09,2021-01-24,185,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,5,9,9,54.46,54.46
2017-07-09,2021-01-31,186,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,10,10,54.32,54.32
2017-07-09,2021-02-07,187,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,9,9,48.89,48.89
2017-07-09,2021-02-14,188,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,4,10,10,69.98,69.98
2017-07-09,2021-02-21,189,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,12,12,92.54,92.54
2017-07-09,2021-02-28,190,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,8,8,73.19,73.19
2017-07-09,2021-03-07,191,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,10,10,102.89,102.89
2017-07-09,2021-03-14,192,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,3,3,15.75,15.75
2017-07-09,2021-03-21,193,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,6,6,40.72,40.72
2017-07-09,2021-03-28,194,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,3,10,10,55.85,55.85
2017-07-09,2021-04-04,195,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,5,5,60.29,60.29
2017-07-09,2021-04-11,196,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,8,8,97.9,97.9
2017-07-09,2021-04-18,197,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,9,9,132.6,132.6
2017-07-09,2021-04-25,198,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,3,3,26.27,26.27
2017-07-09,2021-05-02,199,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,4,4,59.63,59.63
2017-07-09,2021-05-09,200,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-05-16,201,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,22.46,22.46
2017-07-09,2021-05-23,202,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,5,5,45.19,45.19
2017-07-09,2021-05-30,203,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-06-06,204,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,34.22,34.22
2017-07-09,2021-06-13,205,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,14.75,14.75
2017-07-09,2021-06-20,206,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,11.76,11.76
2017-07-09,2021-06-27,207,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,2,2,8.57,8.57
2017-07-09,2021-07-04,208,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,0.99,0.99
2017-07-09,2021-07-11,209,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-07-18,210,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-07-25,211,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-08-01,212,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,1.07,1.07
2017-07-09,2021-08-08,213,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,4,4,7.52,7.52
2017-07-09,2021-08-15,214,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,3,3,6.45,6.45
2017-07-09,2021-08-22,215,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,4,4,8.6,8.6
2017-07-09,2021-08-29,216,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,6,6,21.74,21.74
2017-07-09,2021-09-05,217,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,2.15,2.15
2017-07-09,2021-09-12,218,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,6,6,12.9,12.9
2017-07-09,2021-09-19,219,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,5,5,10.75,10.75
2017-07-09,2021-09-26,220,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,4,4,8.6,8.6
2017-07-09,2021-10-03,221,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,2,4,4,8.58,8.58
2017-07-09,2021-10-10,222,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,2.15,2.15
2017-07-09,2021-10-17,223,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,5,5,10.75,10.75
2017-07-09,2021-10-24,224,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,5,5,10.75,10.75
2017-07-09,2021-10-31,225,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,4,4,9.68,9.68
2017-07-09,2021-11-07,226,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,2,2,4.3,4.3
2017-07-09,2021-11-14,227,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,0.99,0.99
2017-07-09,2021-11-21,228,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-09,2021-11-28,229,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,16.04,16.04
2017-07-09,2021-12-05,230,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,1,1,1,1.99,1.99
2017-07-09,2021-12-12,231,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,107,0,0,0,0,0
2017-07-16,2017-07-16,0,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,119,174,55,556.19,200.45
2017-07-16,2017-07-23,1,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,34,73,73,486.27,486.27
2017-07-16,2017-07-30,2,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,35,76,76,436.1,436.1
2017-07-16,2017-08-06,3,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,25,47,47,265.53,265.53
2017-07-16,2017-08-13,4,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,21,39,39,234.29,234.29
2017-07-16,2017-08-20,5,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,18,31,31,128.69,128.69
2017-07-16,2017-08-27,6,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,19,37,37,151.63,151.63
2017-07-16,2017-09-03,7,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,19,36,36,174.64,174.64
2017-07-16,2017-09-10,8,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,14,25,25,112.75,112.75
2017-07-16,2017-09-17,9,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,16,34,34,115.66,115.66
2017-07-16,2017-09-24,10,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,20,26,26,107.74,107.74
2017-07-16,2017-10-01,11,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,11,24,24,77.76,77.76
2017-07-16,2017-10-08,12,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,11,15,15,58.85,58.85
2017-07-16,2017-10-15,13,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,11,21,21,70.79,70.79
2017-07-16,2017-10-22,14,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,18,18,93.82,93.82
2017-07-16,2017-10-29,15,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,19,19,105.81,105.81
2017-07-16,2017-11-05,16,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,12,16,16,55.84,55.84
2017-07-16,2017-11-12,17,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,17,17,95.83,95.83
2017-07-16,2017-11-19,18,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,10,15,15,77.85,77.85
2017-07-16,2017-11-26,19,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,16,16,84.84,84.84
2017-07-16,2017-12-03,20,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,19,19,125.81,125.81
2017-07-16,2017-12-10,21,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,18,18,106.82,106.82
2017-07-16,2017-12-17,22,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,12,17,17,90.83,90.83
2017-07-16,2017-12-24,23,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,11,11,54.89,54.89
2017-07-16,2017-12-31,24,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,13,13,53.87,53.87
2017-07-16,2018-01-07,25,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,12,18,18,78.82,78.82
2017-07-16,2018-01-14,26,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,12,18,18,87.82,87.82
2017-07-16,2018-01-21,27,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,9,15,15,53.85,53.85
2017-07-16,2018-01-28,28,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,8,12,12,57.88,57.88
2017-07-16,2018-02-04,29,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,10,10,59.9,59.9
2017-07-16,2018-02-11,30,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,10,17,17,64.81,64.81
2017-07-16,2018-02-18,31,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,10,10,35.9,35.9
2017-07-16,2018-02-25,32,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,9,9,36.91,36.91
2017-07-16,2018-03-04,33,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,12,12,70.88,70.88
2017-07-16,2018-03-11,34,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,9,9,40.41,40.41
2017-07-16,2018-03-18,35,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,10,10,32.9,32.9
2017-07-16,2018-03-25,36,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,13,13,37.87,37.87
2017-07-16,2018-04-01,37,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,8,10,10,14.4,14.4
2017-07-16,2018-04-08,38,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,15,15,45.85,45.85
2017-07-16,2018-04-15,39,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,13,13,35.87,35.87
2017-07-16,2018-04-22,40,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,11,11,51.89,51.89
2017-07-16,2018-04-29,41,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,13,13,43.87,43.87
2017-07-16,2018-05-06,42,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,8,33,33,126.67,126.67
2017-07-16,2018-05-13,43,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,18,18,81.82,81.82
2017-07-16,2018-05-20,44,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,20,20,49.8,49.8
2017-07-16,2018-05-27,45,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,13,13,45.28,45.28
2017-07-16,2018-06-03,46,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,17,17,65.65,65.65
2017-07-16,2018-06-10,47,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,5,5,22.95,22.95
2017-07-16,2018-06-17,48,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,12,12,28.88,28.88
2017-07-16,2018-06-24,49,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,11,11,39.89,39.89
2017-07-16,2018-07-01,50,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,5,5,16.95,16.95
2017-07-16,2018-07-08,51,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,7,7,19.93,19.93
2017-07-16,2018-07-15,52,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,14,14,61.86,61.86
2017-07-16,2018-07-22,53,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,6,6,18.94,18.94
2017-07-16,2018-07-29,54,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,7,7,54.93,54.93
2017-07-16,2018-08-05,55,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,26.44,26.44
2017-07-16,2018-08-12,56,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,9,9,31.91,31.91
2017-07-16,2018-08-19,57,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,42.94,42.94
2017-07-16,2018-08-26,58,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,21.94,21.94
2017-07-16,2018-09-02,59,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,9,9,35.91,35.91
2017-07-16,2018-09-09,60,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,10,10,42.9,42.9
2017-07-16,2018-09-16,61,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,3,3,13.97,13.97
2017-07-16,2018-09-23,62,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,2,2,7.98,7.98
2017-07-16,2018-09-30,63,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,3,3,7.97,7.97
2017-07-16,2018-10-07,64,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,3,3,10.97,10.97
2017-07-16,2018-10-14,65,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,4,4,24.96,24.96
2017-07-16,2018-10-21,66,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,5,5,13.95,13.95
2017-07-16,2018-10-28,67,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,19.94,19.94
2017-07-16,2018-11-04,68,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,1,1,1,6.99,6.99
2017-07-16,2018-11-11,69,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,3,3,15.97,15.97
2017-07-16,2018-11-18,70,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,9,9,35.91,35.91
2017-07-16,2018-11-25,71,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,3,3,14.97,14.97
2017-07-16,2018-12-02,72,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,4,4,11.96,11.96
2017-07-16,2018-12-09,73,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,1,2,2,21.98,21.98
2017-07-16,2018-12-16,74,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,3,3,23.97,23.97
2017-07-16,2018-12-23,75,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,1,1,1,6.99,6.99
2017-07-16,2018-12-30,76,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,3,3,15.97,15.97
2017-07-16,2019-01-06,77,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,8,8,37.92,37.92
2017-07-16,2019-01-13,78,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,2,7,7,31.93,31.93
2017-07-16,2019-01-20,79,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,42.94,42.94
2017-07-16,2019-01-27,80,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,7,8,8,36.25,36.25
2017-07-16,2019-02-03,81,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,7,7,41.26,41.26
2017-07-16,2019-02-10,82,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,1,5,5,28.95,28.95
2017-07-16,2019-02-17,83,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,4,4,30.29,30.29
2017-07-16,2019-02-24,84,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,4,4,35.96,35.96
2017-07-16,2019-03-03,85,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,9,9,58.91,58.91
2017-07-16,2019-03-10,86,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,21.94,21.94
2017-07-16,2019-03-17,87,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,6,12,12,88.88,88.88
2017-07-16,2019-03-24,88,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,3,6,6,58.94,58.94
2017-07-16,2019-03-31,89,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,5,10,10,110.9,110.9
2017-07-16,2019-04-07,90,2017-07-01,1000,jam_city_inc,jam_city_inc,Home Entertainment,Gaming,119,4,8,8,117.92,117.92
