time,merchant_name,cohort_size
2018-10-28,258_moes_southwest_grill_moes_southwest_grill,1873
2018-11-04,258_moes_southwest_grill_moes_southwest_grill,1935
2018-11-11,258_moes_southwest_grill_moes_southwest_grill,1849
2018-11-18,258_moes_southwest_grill_moes_southwest_grill,1572
2018-11-25,258_moes_southwest_grill_moes_southwest_grill,1645
2018-12-02,258_moes_southwest_grill_moes_southwest_grill,1932
2018-12-09,258_moes_southwest_grill_moes_southwest_grill,1766
2018-12-16,258_moes_southwest_grill_moes_southwest_grill,1802
2018-12-23,258_moes_southwest_grill_moes_southwest_grill,1236
2018-12-30,258_moes_southwest_grill_moes_southwest_grill,1472
2019-01-06,258_moes_southwest_grill_moes_southwest_grill,1584
2019-01-13,258_moes_southwest_grill_moes_southwest_grill,1564
2019-01-20,258_moes_southwest_grill_moes_southwest_grill,1544
2019-01-27,258_moes_southwest_grill_moes_southwest_grill,1639
2019-02-03,258_moes_southwest_grill_moes_southwest_grill,1634
2019-02-10,258_moes_southwest_grill_moes_southwest_grill,1625
2019-02-17,258_moes_southwest_grill_moes_southwest_grill,1738
2019-02-24,258_moes_southwest_grill_moes_southwest_grill,1870
2019-03-03,258_moes_southwest_grill_moes_southwest_grill,1820
2019-03-10,258_moes_southwest_grill_moes_southwest_grill,1869
2019-03-17,258_moes_southwest_grill_moes_southwest_grill,1751
2019-03-24,258_moes_southwest_grill_moes_southwest_grill,1876
2019-03-31,258_moes_southwest_grill_moes_southwest_grill,1925
2019-04-07,258_moes_southwest_grill_moes_southwest_grill,1882
2019-04-14,258_moes_southwest_grill_moes_southwest_grill,1731
2019-04-21,258_moes_southwest_grill_moes_southwest_grill,1579
2019-04-28,258_moes_southwest_grill_moes_southwest_grill,1944
2019-05-05,258_moes_southwest_grill_moes_southwest_grill,1749
2019-05-12,258_moes_southwest_grill_moes_southwest_grill,1705
2019-05-19,258_moes_southwest_grill_moes_southwest_grill,1612
2019-05-26,258_moes_southwest_grill_moes_southwest_grill,1528
2019-06-02,258_moes_southwest_grill_moes_southwest_grill,1711
2019-06-09,258_moes_southwest_grill_moes_southwest_grill,1599
2019-06-16,258_moes_southwest_grill_moes_southwest_grill,1710
2019-06-23,258_moes_southwest_grill_moes_southwest_grill,1612
2019-06-30,258_moes_southwest_grill_moes_southwest_grill,1628
2019-07-07,258_moes_southwest_grill_moes_southwest_grill,1589
2019-07-14,258_moes_southwest_grill_moes_southwest_grill,1695
2019-07-21,258_moes_southwest_grill_moes_southwest_grill,1727
2019-07-28,258_moes_southwest_grill_moes_southwest_grill,1737
2019-08-04,258_moes_southwest_grill_moes_southwest_grill,1687
2019-08-11,258_moes_southwest_grill_moes_southwest_grill,1556
2019-08-18,258_moes_southwest_grill_moes_southwest_grill,1596
2019-08-25,258_moes_southwest_grill_moes_southwest_grill,1489
2019-09-01,258_moes_southwest_grill_moes_southwest_grill,1433
2019-09-08,258_moes_southwest_grill_moes_southwest_grill,1430
2019-09-15,258_moes_southwest_grill_moes_southwest_grill,1636
2019-09-22,258_moes_southwest_grill_moes_southwest_grill,1477
2019-09-29,258_moes_southwest_grill_moes_southwest_grill,1446
2019-10-06,258_moes_southwest_grill_moes_southwest_grill,1497
2019-10-13,258_moes_southwest_grill_moes_southwest_grill,1549
2019-10-20,258_moes_southwest_grill_moes_southwest_grill,1506
2019-10-27,258_moes_southwest_grill_moes_southwest_grill,1427
2019-11-03,258_moes_southwest_grill_moes_southwest_grill,1435
2019-11-10,258_moes_southwest_grill_moes_southwest_grill,1413
2019-11-17,258_moes_southwest_grill_moes_southwest_grill,1396
2019-11-24,258_moes_southwest_grill_moes_southwest_grill,1312
2019-12-01,258_moes_southwest_grill_moes_southwest_grill,1323
2019-12-08,258_moes_southwest_grill_moes_southwest_grill,1309
2019-12-15,258_moes_southwest_grill_moes_southwest_grill,1396
2019-12-22,258_moes_southwest_grill_moes_southwest_grill,1229
2019-12-29,258_moes_southwest_grill_moes_southwest_grill,1283
2020-01-05,258_moes_southwest_grill_moes_southwest_grill,1180
2020-01-12,258_moes_southwest_grill_moes_southwest_grill,1265
2020-01-19,258_moes_southwest_grill_moes_southwest_grill,1299
2020-01-26,258_moes_southwest_grill_moes_southwest_grill,1260
2020-02-02,258_moes_southwest_grill_moes_southwest_grill,1252
2020-02-09,258_moes_southwest_grill_moes_southwest_grill,1356
2020-02-16,258_moes_southwest_grill_moes_southwest_grill,1420
2020-02-23,258_moes_southwest_grill_moes_southwest_grill,1388
2017-01-01,441_del_taco_del_taco,995
2017-01-08,441_del_taco_del_taco,799
2017-01-15,441_del_taco_del_taco,803
2017-01-22,441_del_taco_del_taco,813
2017-01-29,441_del_taco_del_taco,872
2017-02-05,441_del_taco_del_taco,822
2017-02-12,441_del_taco_del_taco,992
2017-02-19,441_del_taco_del_taco,1147
2017-02-26,441_del_taco_del_taco,1079
2017-03-05,441_del_taco_del_taco,1049
2017-03-12,441_del_taco_del_taco,1064
2017-03-19,441_del_taco_del_taco,992
2017-03-26,441_del_taco_del_taco,984
2017-04-02,441_del_taco_del_taco,943
2017-04-09,441_del_taco_del_taco,1070
2017-04-16,441_del_taco_del_taco,1095
2017-04-23,441_del_taco_del_taco,1029
2017-04-30,441_del_taco_del_taco,1072
2017-05-07,441_del_taco_del_taco,950
2017-05-14,441_del_taco_del_taco,975
2017-05-21,441_del_taco_del_taco,964
2017-05-28,441_del_taco_del_taco,987
2017-06-04,441_del_taco_del_taco,998
2017-06-11,441_del_taco_del_taco,1007
2017-06-18,441_del_taco_del_taco,936
2017-06-25,441_del_taco_del_taco,1017
2017-07-02,441_del_taco_del_taco,1086
2017-07-09,441_del_taco_del_taco,996
2017-07-16,441_del_taco_del_taco,1029
2017-07-23,441_del_taco_del_taco,991
2017-07-30,441_del_taco_del_taco,980
2017-08-06,441_del_taco_del_taco,928
2017-08-13,441_del_taco_del_taco,901
2017-08-20,441_del_taco_del_taco,897
2017-08-27,441_del_taco_del_taco,815
2017-09-03,441_del_taco_del_taco,906
2017-09-10,441_del_taco_del_taco,773
2017-09-17,441_del_taco_del_taco,857
2017-09-24,441_del_taco_del_taco,807
2017-10-01,441_del_taco_del_taco,790
2017-10-08,441_del_taco_del_taco,851
2017-10-15,441_del_taco_del_taco,770
2017-10-22,441_del_taco_del_taco,793
2017-10-29,441_del_taco_del_taco,730
2017-11-05,441_del_taco_del_taco,751
2017-11-12,441_del_taco_del_taco,665
2017-11-19,441_del_taco_del_taco,804
2017-11-26,441_del_taco_del_taco,629
2017-12-03,441_del_taco_del_taco,672
2017-12-10,441_del_taco_del_taco,683
2017-12-17,441_del_taco_del_taco,714
2017-12-24,441_del_taco_del_taco,791
2017-12-31,441_del_taco_del_taco,673
2018-01-07,441_del_taco_del_taco,602
2018-01-14,441_del_taco_del_taco,618
2018-01-21,441_del_taco_del_taco,616
2018-01-28,441_del_taco_del_taco,664
2018-02-04,441_del_taco_del_taco,599
2018-02-11,441_del_taco_del_taco,695
2018-02-18,441_del_taco_del_taco,666
2018-02-25,441_del_taco_del_taco,717
2018-03-04,441_del_taco_del_taco,776
2018-03-11,441_del_taco_del_taco,817
2018-03-18,441_del_taco_del_taco,784
2018-03-25,441_del_taco_del_taco,767
2018-04-01,441_del_taco_del_taco,696
2018-04-08,441_del_taco_del_taco,665
2018-04-15,441_del_taco_del_taco,644
2018-04-22,441_del_taco_del_taco,691
2018-04-29,441_del_taco_del_taco,682
2018-05-06,441_del_taco_del_taco,743
2018-05-13,441_del_taco_del_taco,616
2018-05-20,441_del_taco_del_taco,673
2018-05-27,441_del_taco_del_taco,689
2018-06-03,441_del_taco_del_taco,733
2018-06-10,441_del_taco_del_taco,738
2018-06-17,441_del_taco_del_taco,733
2018-06-24,441_del_taco_del_taco,765
2018-07-01,441_del_taco_del_taco,799
2018-07-08,441_del_taco_del_taco,845
2018-07-15,441_del_taco_del_taco,852
2018-07-22,441_del_taco_del_taco,740
2018-07-29,441_del_taco_del_taco,733
2018-08-05,441_del_taco_del_taco,757
2018-08-12,441_del_taco_del_taco,693
2018-08-19,441_del_taco_del_taco,672
2018-08-26,441_del_taco_del_taco,608
2018-09-02,441_del_taco_del_taco,669
2018-09-09,441_del_taco_del_taco,607
2018-09-16,441_del_taco_del_taco,639
2018-09-23,441_del_taco_del_taco,646
2018-09-30,441_del_taco_del_taco,629
2018-10-07,441_del_taco_del_taco,689
2018-10-14,441_del_taco_del_taco,644
2018-10-21,441_del_taco_del_taco,573
2018-10-28,441_del_taco_del_taco,677
2018-11-04,441_del_taco_del_taco,615
2018-11-11,441_del_taco_del_taco,586
2018-11-18,441_del_taco_del_taco,552
2018-11-25,441_del_taco_del_taco,597
2018-12-02,441_del_taco_del_taco,673
2018-12-09,441_del_taco_del_taco,648
2018-12-16,441_del_taco_del_taco,657
2018-12-23,441_del_taco_del_taco,602
2018-12-30,441_del_taco_del_taco,697
2019-01-06,441_del_taco_del_taco,639
2019-01-13,441_del_taco_del_taco,610
2019-01-20,441_del_taco_del_taco,625
2019-01-27,441_del_taco_del_taco,542
2019-02-03,441_del_taco_del_taco,620
2019-02-10,441_del_taco_del_taco,627
2019-02-17,441_del_taco_del_taco,700
2019-02-24,441_del_taco_del_taco,658
2019-03-03,441_del_taco_del_taco,768
2019-03-10,441_del_taco_del_taco,732
2019-03-17,441_del_taco_del_taco,755
2019-03-24,441_del_taco_del_taco,722
2019-03-31,441_del_taco_del_taco,700
2019-04-07,441_del_taco_del_taco,654
2019-04-14,441_del_taco_del_taco,720
2019-04-21,441_del_taco_del_taco,723
2019-04-28,441_del_taco_del_taco,830
2019-05-05,441_del_taco_del_taco,769
2019-05-12,441_del_taco_del_taco,766
2019-05-19,441_del_taco_del_taco,773
2019-05-26,441_del_taco_del_taco,693
2019-06-02,441_del_taco_del_taco,756
2019-06-09,441_del_taco_del_taco,796
2019-06-16,441_del_taco_del_taco,755
2019-06-23,441_del_taco_del_taco,837
2019-06-30,441_del_taco_del_taco,895
2019-07-07,441_del_taco_del_taco,819
2019-07-14,441_del_taco_del_taco,782
2019-07-21,441_del_taco_del_taco,726
2019-07-28,441_del_taco_del_taco,728
2019-08-04,441_del_taco_del_taco,782
2019-08-11,441_del_taco_del_taco,689
2019-08-18,441_del_taco_del_taco,813
2019-08-25,441_del_taco_del_taco,703
2019-09-01,441_del_taco_del_taco,702
2019-09-08,441_del_taco_del_taco,617
2019-09-15,441_del_taco_del_taco,615
2019-09-22,441_del_taco_del_taco,599
2019-09-29,441_del_taco_del_taco,606
2019-10-06,441_del_taco_del_taco,588
2019-10-13,441_del_taco_del_taco,621
2019-10-20,441_del_taco_del_taco,617
2019-10-27,441_del_taco_del_taco,560
2019-11-03,441_del_taco_del_taco,605
2019-11-10,441_del_taco_del_taco,627
2019-11-17,441_del_taco_del_taco,619
2019-11-24,441_del_taco_del_taco,565
2019-12-01,441_del_taco_del_taco,610
2019-12-08,441_del_taco_del_taco,568
2019-12-15,441_del_taco_del_taco,663
2019-12-22,441_del_taco_del_taco,563
2019-12-29,441_del_taco_del_taco,658
2020-01-05,441_del_taco_del_taco,534
2020-01-12,441_del_taco_del_taco,616
2020-01-19,441_del_taco_del_taco,544
2020-01-26,441_del_taco_del_taco,560
2020-02-02,441_del_taco_del_taco,551
2020-02-09,441_del_taco_del_taco,519
2020-02-16,441_del_taco_del_taco,592
2020-02-23,441_del_taco_del_taco,641
2017-01-01,446_fiesta_adjusted_taco_cabana,870
2017-01-08,446_fiesta_adjusted_taco_cabana,810
2017-01-15,446_fiesta_adjusted_taco_cabana,885
2017-01-22,446_fiesta_adjusted_taco_cabana,846
2017-01-29,446_fiesta_adjusted_taco_cabana,870
2017-02-05,446_fiesta_adjusted_taco_cabana,915
2017-02-12,446_fiesta_adjusted_taco_cabana,962
2017-02-19,446_fiesta_adjusted_taco_cabana,1038
2017-02-26,446_fiesta_adjusted_taco_cabana,1044
2017-03-05,446_fiesta_adjusted_taco_cabana,1022
2017-03-12,446_fiesta_adjusted_taco_cabana,1044
2017-03-19,446_fiesta_adjusted_taco_cabana,972
2017-03-26,446_fiesta_adjusted_taco_cabana,946
2017-04-02,446_fiesta_adjusted_taco_cabana,848
2017-04-09,446_fiesta_adjusted_taco_cabana,928
2017-04-16,446_fiesta_adjusted_taco_cabana,895
2017-04-23,446_fiesta_adjusted_taco_cabana,856
2017-04-30,446_fiesta_adjusted_taco_cabana,871
2017-05-07,446_fiesta_adjusted_taco_cabana,797
2017-05-14,446_fiesta_adjusted_taco_cabana,783
2017-05-21,446_fiesta_adjusted_taco_cabana,751
2017-05-28,446_fiesta_adjusted_taco_cabana,819
2017-06-04,446_fiesta_adjusted_taco_cabana,830
2017-06-11,446_fiesta_adjusted_taco_cabana,843
2017-06-18,446_fiesta_adjusted_taco_cabana,761
2017-06-25,446_fiesta_adjusted_taco_cabana,904
2017-07-02,446_fiesta_adjusted_taco_cabana,846
2017-07-09,446_fiesta_adjusted_taco_cabana,793
2017-07-16,446_fiesta_adjusted_taco_cabana,823
2017-07-23,446_fiesta_adjusted_taco_cabana,757
2017-07-30,446_fiesta_adjusted_taco_cabana,743
2017-08-06,446_fiesta_adjusted_taco_cabana,712
2017-08-13,446_fiesta_adjusted_taco_cabana,722
2017-08-20,446_fiesta_adjusted_taco_cabana,607
2017-08-27,446_fiesta_adjusted_taco_cabana,543
2017-09-03,446_fiesta_adjusted_taco_cabana,685
2017-09-10,446_fiesta_adjusted_taco_cabana,635
2017-09-17,446_fiesta_adjusted_taco_cabana,615
2017-09-24,446_fiesta_adjusted_taco_cabana,593
2017-10-01,446_fiesta_adjusted_taco_cabana,669
2017-10-08,446_fiesta_adjusted_taco_cabana,649
2017-10-15,446_fiesta_adjusted_taco_cabana,648
2017-10-22,446_fiesta_adjusted_taco_cabana,599
2017-10-29,446_fiesta_adjusted_taco_cabana,523
2017-11-05,446_fiesta_adjusted_taco_cabana,568
2017-11-12,446_fiesta_adjusted_taco_cabana,591
2017-11-19,446_fiesta_adjusted_taco_cabana,593
2017-11-26,446_fiesta_adjusted_taco_cabana,532
2017-12-03,446_fiesta_adjusted_taco_cabana,500
2017-12-10,446_fiesta_adjusted_taco_cabana,521
2017-12-17,446_fiesta_adjusted_taco_cabana,572
2017-12-24,446_fiesta_adjusted_taco_cabana,571
2017-12-31,446_fiesta_adjusted_taco_cabana,449
2018-01-07,446_fiesta_adjusted_taco_cabana,443
2018-01-14,446_fiesta_adjusted_taco_cabana,495
2018-01-21,446_fiesta_adjusted_taco_cabana,476
2018-01-28,446_fiesta_adjusted_taco_cabana,501
2018-02-04,446_fiesta_adjusted_taco_cabana,485
2018-02-11,446_fiesta_adjusted_taco_cabana,462
2018-02-18,446_fiesta_adjusted_taco_cabana,576
2018-02-25,446_fiesta_adjusted_taco_cabana,535
2018-03-04,446_fiesta_adjusted_taco_cabana,514
2018-03-11,446_fiesta_adjusted_taco_cabana,604
2018-03-18,446_fiesta_adjusted_taco_cabana,565
2018-03-25,446_fiesta_adjusted_taco_cabana,545
2018-04-01,446_fiesta_adjusted_taco_cabana,551
2018-04-08,446_fiesta_adjusted_taco_cabana,524
2018-04-15,446_fiesta_adjusted_taco_cabana,561
2018-04-22,446_fiesta_adjusted_taco_cabana,531
2018-04-29,446_fiesta_adjusted_taco_cabana,526
2018-05-06,446_fiesta_adjusted_taco_cabana,556
2018-05-13,446_fiesta_adjusted_taco_cabana,532
2018-05-20,446_fiesta_adjusted_taco_cabana,494
2018-05-27,446_fiesta_adjusted_taco_cabana,612
2018-06-03,446_fiesta_adjusted_taco_cabana,572
2018-06-10,446_fiesta_adjusted_taco_cabana,636
2018-06-17,446_fiesta_adjusted_taco_cabana,554
2018-06-24,446_fiesta_adjusted_taco_cabana,521
2018-07-01,446_fiesta_adjusted_taco_cabana,548
2018-07-08,446_fiesta_adjusted_taco_cabana,578
2018-07-15,446_fiesta_adjusted_taco_cabana,572
2018-07-22,446_fiesta_adjusted_taco_cabana,625
2018-07-29,446_fiesta_adjusted_taco_cabana,586
2018-08-05,446_fiesta_adjusted_taco_cabana,518
2018-08-12,446_fiesta_adjusted_taco_cabana,546
2018-08-19,446_fiesta_adjusted_taco_cabana,446
2018-08-26,446_fiesta_adjusted_taco_cabana,480
2018-09-02,446_fiesta_adjusted_taco_cabana,513
2018-09-09,446_fiesta_adjusted_taco_cabana,440
2018-09-16,446_fiesta_adjusted_taco_cabana,435
2018-09-23,446_fiesta_adjusted_taco_cabana,437
2018-09-30,446_fiesta_adjusted_taco_cabana,482
2018-10-07,446_fiesta_adjusted_taco_cabana,446
2018-10-14,446_fiesta_adjusted_taco_cabana,421
2018-10-21,446_fiesta_adjusted_taco_cabana,399
2018-10-28,446_fiesta_adjusted_taco_cabana,452
2018-11-04,446_fiesta_adjusted_taco_cabana,410
2018-11-11,446_fiesta_adjusted_taco_cabana,423
2018-11-18,446_fiesta_adjusted_taco_cabana,456
2018-11-25,446_fiesta_adjusted_taco_cabana,384
2018-12-02,446_fiesta_adjusted_taco_cabana,452
2018-12-09,446_fiesta_adjusted_taco_cabana,386
2018-12-16,446_fiesta_adjusted_taco_cabana,380
2018-12-23,446_fiesta_adjusted_taco_cabana,434
2018-12-30,446_fiesta_adjusted_taco_cabana,367
2019-01-06,446_fiesta_adjusted_taco_cabana,314
2019-01-13,446_fiesta_adjusted_taco_cabana,316
2019-01-20,446_fiesta_adjusted_taco_cabana,307
2019-01-27,446_fiesta_adjusted_taco_cabana,317
2019-02-03,446_fiesta_adjusted_taco_cabana,326
2019-02-10,446_fiesta_adjusted_taco_cabana,357
2019-02-17,446_fiesta_adjusted_taco_cabana,331
2019-02-24,446_fiesta_adjusted_taco_cabana,369
2019-03-03,446_fiesta_adjusted_taco_cabana,429
2019-03-10,446_fiesta_adjusted_taco_cabana,424
2019-03-17,446_fiesta_adjusted_taco_cabana,466
2019-03-24,446_fiesta_adjusted_taco_cabana,408
2019-03-31,446_fiesta_adjusted_taco_cabana,399
2019-04-07,446_fiesta_adjusted_taco_cabana,399
2019-04-14,446_fiesta_adjusted_taco_cabana,372
2019-04-21,446_fiesta_adjusted_taco_cabana,400
2019-04-28,446_fiesta_adjusted_taco_cabana,412
2019-05-05,446_fiesta_adjusted_taco_cabana,380
2019-05-12,446_fiesta_adjusted_taco_cabana,340
2019-05-19,446_fiesta_adjusted_taco_cabana,395
2019-05-26,446_fiesta_adjusted_taco_cabana,388
2019-06-02,446_fiesta_adjusted_taco_cabana,376
2019-06-09,446_fiesta_adjusted_taco_cabana,451
2019-06-16,446_fiesta_adjusted_taco_cabana,459
2019-06-23,446_fiesta_adjusted_taco_cabana,363
2019-06-30,446_fiesta_adjusted_taco_cabana,465
2019-07-07,446_fiesta_adjusted_taco_cabana,447
2019-07-14,446_fiesta_adjusted_taco_cabana,393
2019-07-21,446_fiesta_adjusted_taco_cabana,391
2019-07-28,446_fiesta_adjusted_taco_cabana,402
2019-08-04,446_fiesta_adjusted_taco_cabana,387
2019-08-11,446_fiesta_adjusted_taco_cabana,367
2019-08-18,446_fiesta_adjusted_taco_cabana,345
2019-08-25,446_fiesta_adjusted_taco_cabana,360
2019-09-01,446_fiesta_adjusted_taco_cabana,386
2019-09-08,446_fiesta_adjusted_taco_cabana,335
2019-09-15,446_fiesta_adjusted_taco_cabana,356
2019-09-22,446_fiesta_adjusted_taco_cabana,307
2019-09-29,446_fiesta_adjusted_taco_cabana,315
2019-10-06,446_fiesta_adjusted_taco_cabana,348
2019-10-13,446_fiesta_adjusted_taco_cabana,337
2019-10-20,446_fiesta_adjusted_taco_cabana,282
2019-10-27,446_fiesta_adjusted_taco_cabana,346
2019-11-03,446_fiesta_adjusted_taco_cabana,318
2019-11-10,446_fiesta_adjusted_taco_cabana,269
2019-11-17,446_fiesta_adjusted_taco_cabana,312
2019-11-24,446_fiesta_adjusted_taco_cabana,303
2019-12-01,446_fiesta_adjusted_taco_cabana,275
2019-12-08,446_fiesta_adjusted_taco_cabana,297
2019-12-15,446_fiesta_adjusted_taco_cabana,330
2019-12-22,446_fiesta_adjusted_taco_cabana,312
2019-12-29,446_fiesta_adjusted_taco_cabana,313
2020-01-05,446_fiesta_adjusted_taco_cabana,263
2020-01-12,446_fiesta_adjusted_taco_cabana,218
2020-01-19,446_fiesta_adjusted_taco_cabana,202
2020-01-26,446_fiesta_adjusted_taco_cabana,240
2020-02-02,446_fiesta_adjusted_taco_cabana,247
2020-02-09,446_fiesta_adjusted_taco_cabana,246
2020-02-16,446_fiesta_adjusted_taco_cabana,274
2020-02-23,446_fiesta_adjusted_taco_cabana,245
2017-01-01,48_chipotle_chipotle,7616
2017-01-08,48_chipotle_chipotle,8729
2017-01-15,48_chipotle_chipotle,9236
2017-01-22,48_chipotle_chipotle,9137
2017-01-29,48_chipotle_chipotle,9384
2017-02-05,48_chipotle_chipotle,9204
2017-02-12,48_chipotle_chipotle,9821
2017-02-19,48_chipotle_chipotle,10434
2017-02-26,48_chipotle_chipotle,10366
2017-03-05,48_chipotle_chipotle,9851
2017-03-12,48_chipotle_chipotle,8984
2017-03-19,48_chipotle_chipotle,9245
2017-03-26,48_chipotle_chipotle,8877
2017-04-02,48_chipotle_chipotle,8718
2017-04-09,48_chipotle_chipotle,8329
2017-04-16,48_chipotle_chipotle,7597
2017-04-23,48_chipotle_chipotle,8411
2017-04-30,48_chipotle_chipotle,8796
2017-05-07,48_chipotle_chipotle,7842
2017-05-14,48_chipotle_chipotle,7473
2017-05-21,48_chipotle_chipotle,7011
2017-05-28,48_chipotle_chipotle,6758
2017-06-04,48_chipotle_chipotle,6984
2017-06-11,48_chipotle_chipotle,7889
2017-06-18,48_chipotle_chipotle,6770
2017-06-25,48_chipotle_chipotle,6720
2017-07-02,48_chipotle_chipotle,5869
2017-07-09,48_chipotle_chipotle,6677
2017-07-16,48_chipotle_chipotle,6500
2017-07-23,48_chipotle_chipotle,5863
2017-07-30,48_chipotle_chipotle,5801
2017-08-06,48_chipotle_chipotle,5667
2017-08-13,48_chipotle_chipotle,5647
2017-08-20,48_chipotle_chipotle,5400
2017-08-27,48_chipotle_chipotle,5387
2017-09-03,48_chipotle_chipotle,5179
2017-09-10,48_chipotle_chipotle,5318
2017-09-17,48_chipotle_chipotle,5586
2017-09-24,48_chipotle_chipotle,5393
2017-10-01,48_chipotle_chipotle,5578
2017-10-08,48_chipotle_chipotle,5360
2017-10-15,48_chipotle_chipotle,5510
2017-10-22,48_chipotle_chipotle,4975
2017-10-29,48_chipotle_chipotle,5535
2017-11-05,48_chipotle_chipotle,5609
2017-11-12,48_chipotle_chipotle,4933
2017-11-19,48_chipotle_chipotle,3778
2017-11-26,48_chipotle_chipotle,4201
2017-12-03,48_chipotle_chipotle,4782
2017-12-10,48_chipotle_chipotle,4306
2017-12-17,48_chipotle_chipotle,4485
2017-12-24,48_chipotle_chipotle,3050
2017-12-31,48_chipotle_chipotle,454
2018-01-07,48_chipotle_chipotle,3794
2018-01-14,48_chipotle_chipotle,3737
2018-01-21,48_chipotle_chipotle,3864
2018-01-28,48_chipotle_chipotle,3873
2018-02-04,48_chipotle_chipotle,3970
2018-02-11,48_chipotle_chipotle,4085
2018-02-18,48_chipotle_chipotle,4518
2018-02-25,48_chipotle_chipotle,4557
2018-03-04,48_chipotle_chipotle,4448
2018-03-11,48_chipotle_chipotle,4459
2018-03-18,48_chipotle_chipotle,4112
2018-03-25,48_chipotle_chipotle,4154
2018-04-01,48_chipotle_chipotle,3787
2018-04-08,48_chipotle_chipotle,4169
2018-04-15,48_chipotle_chipotle,4284
2018-04-22,48_chipotle_chipotle,4072
2018-04-29,48_chipotle_chipotle,4444
2018-05-06,48_chipotle_chipotle,4717
2018-05-13,48_chipotle_chipotle,4074
2018-05-20,48_chipotle_chipotle,3965
2018-05-27,48_chipotle_chipotle,3643
2018-06-03,48_chipotle_chipotle,4767
2018-06-10,48_chipotle_chipotle,3943
2018-06-17,48_chipotle_chipotle,3767
2018-06-24,48_chipotle_chipotle,3762
2018-07-01,48_chipotle_chipotle,3351
2018-07-08,48_chipotle_chipotle,3756
2018-07-15,48_chipotle_chipotle,3810
2018-07-22,48_chipotle_chipotle,3302
2018-07-29,48_chipotle_chipotle,3357
2018-08-05,48_chipotle_chipotle,3382
2018-08-12,48_chipotle_chipotle,3484
2018-08-19,48_chipotle_chipotle,3225
2018-08-26,48_chipotle_chipotle,3168
2018-09-02,48_chipotle_chipotle,3027
2018-09-09,48_chipotle_chipotle,2955
2018-09-16,48_chipotle_chipotle,2965
2018-09-23,48_chipotle_chipotle,3249
2018-09-30,48_chipotle_chipotle,3434
2018-10-07,48_chipotle_chipotle,3241
2018-10-14,48_chipotle_chipotle,3096
2018-10-21,48_chipotle_chipotle,3209
2018-10-28,48_chipotle_chipotle,3320
2018-11-04,48_chipotle_chipotle,3298
2018-11-11,48_chipotle_chipotle,3239
2018-11-18,48_chipotle_chipotle,2310
2018-11-25,48_chipotle_chipotle,2547
2018-12-02,48_chipotle_chipotle,2906
2018-12-09,48_chipotle_chipotle,2770
2018-12-16,48_chipotle_chipotle,2907
2018-12-23,48_chipotle_chipotle,1859
2018-12-30,48_chipotle_chipotle,629
2019-01-06,48_chipotle_chipotle,2983
2019-01-13,48_chipotle_chipotle,2805
2019-01-20,48_chipotle_chipotle,2704
2019-01-27,48_chipotle_chipotle,2621
2019-02-03,48_chipotle_chipotle,2784
2019-02-10,48_chipotle_chipotle,2822
2019-02-17,48_chipotle_chipotle,2939
2019-02-24,48_chipotle_chipotle,3094
2019-03-03,48_chipotle_chipotle,3089
2019-03-10,48_chipotle_chipotle,3102
2019-03-17,48_chipotle_chipotle,3063
2019-03-24,48_chipotle_chipotle,3162
2019-03-31,48_chipotle_chipotle,3294
2019-04-07,48_chipotle_chipotle,3128
2019-04-14,48_chipotle_chipotle,3098
2019-04-21,48_chipotle_chipotle,2802
2019-04-28,48_chipotle_chipotle,3076
2019-05-05,48_chipotle_chipotle,3190
2019-05-12,48_chipotle_chipotle,2871
2019-05-19,48_chipotle_chipotle,2778
2019-05-26,48_chipotle_chipotle,2695
2019-06-02,48_chipotle_chipotle,3393
2019-06-09,48_chipotle_chipotle,2981
2019-06-16,48_chipotle_chipotle,2712
2019-06-23,48_chipotle_chipotle,2743
2019-06-30,48_chipotle_chipotle,2399
2019-07-07,48_chipotle_chipotle,2596
2019-07-14,48_chipotle_chipotle,2672
2019-07-21,48_chipotle_chipotle,2514
2019-07-28,48_chipotle_chipotle,2738
2019-08-04,48_chipotle_chipotle,2555
2019-08-11,48_chipotle_chipotle,2485
2019-08-18,48_chipotle_chipotle,2339
2019-08-25,48_chipotle_chipotle,2329
2019-09-01,48_chipotle_chipotle,2193
2019-09-08,48_chipotle_chipotle,2365
2019-09-15,48_chipotle_chipotle,2351
2019-09-22,48_chipotle_chipotle,2478
2019-09-29,48_chipotle_chipotle,2730
2019-10-06,48_chipotle_chipotle,2576
2019-10-13,48_chipotle_chipotle,2677
2019-10-20,48_chipotle_chipotle,2648
2019-10-27,48_chipotle_chipotle,2600
2019-11-03,48_chipotle_chipotle,2477
2019-11-10,48_chipotle_chipotle,2580
2019-11-17,48_chipotle_chipotle,2482
2019-11-24,48_chipotle_chipotle,1854
2019-12-01,48_chipotle_chipotle,2067
2019-12-08,48_chipotle_chipotle,2226
2019-12-15,48_chipotle_chipotle,2276
2019-12-22,48_chipotle_chipotle,1669
2019-12-29,48_chipotle_chipotle,873
2020-01-05,48_chipotle_chipotle,2287
2020-01-12,48_chipotle_chipotle,2192
2020-01-19,48_chipotle_chipotle,2134
2020-01-26,48_chipotle_chipotle,2094
2020-02-02,48_chipotle_chipotle,2118
2020-02-09,48_chipotle_chipotle,2173
2020-02-16,48_chipotle_chipotle,2245
2020-02-23,48_chipotle_chipotle,2398
